1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
0.000000000000000000e+00,2.236067977499789805e+00,2.346507717456050024e+00,2.125628237543529586e+00,2.066760454892753174e+00,2.041689438999846118e+00,2.028578752273160646e+00,2.020836168653376674e+00,2.015874268815627701e+00,2.012500611557051400e+00,2.010101332675688468e+00,2.008333514412324661e+00,2.006993113975024556e+00,2.005952446918296772e+00,2.005128247306345202e+00,2.004464313537173581e+00,2.003921587485169908e+00,2.003472235311086536e+00,2.003095984510039784e+00,2.002777784478560363e+00,2.002506270585648451e+00,2.002272730942515011e+00,2.002070396148987186e+00,2.001893941517536746e+00,2.001739132079009664e+00,2.001602565389035249e+00,2.001481482497815989e+00,2.001373627183738790e+00,2.001277139859276133e+00,2.001190476717816580e+00,2.001112347482454368e+00,2.001041667019933357e+00,2.000977517398482064e+00,2.000919117889736754e+00,2.000865801068641758e+00,2.000816993634487062e+00,2.000772200916117072e+00,2.000730994274121599e+00,2.000693000797014065e+00,2.000657894825835115e+00,2.000625390945742765e+00,2.000595238161139378e+00,2.000567215031509249e+00,2.000541125590643787e+00,2.000516795908779955e+00,2.000494071183936740e+00,2.000472813271798600e+00,2.000452898579752059e+00,2.000434216265276177e+00,2.000416666689275758e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,2.744562646538028616e+00,2.317695101760520515e+00,2.184693017661048842e+00,2.122366110893382896e+00,2.087515417947980012e+00,2.065879347057343551e+00,2.051463979148405059e+00,2.041352507081594325e+00,2.033975177723945649e+00,2.028422052693883870e+00,2.024134487131245663e+00,2.020753387052764083e+00,2.018039065188652614e+00,2.015826410439601091e+00,2.013998593109022295e+00,2.012471014071621767e+00,2.011181167042607854e+00,2.010082043664681350e+00,2.009137731008962646e+00,2.008320404814647020e+00,2.007608233842439915e+00,2.006983892426738691e+00,2.006433487245523395e+00,2.005945771350603479e+00,2.005511560714666075e+00,2.005123295708088449e+00,2.004774707727747796e+00,2.004460563087057778e+00,2.004176464339792574e+00,2.003918694761772201e+00,2.003684095589491676e+00,2.003469968354238517e+00,2.003273996611028451e+00,2.003094182778554000e+00,2.002928796843448822e+00,2.002776334446650708e+00,2.002635482439714565e+00,2.002505090426012657e+00,2.002384147126861080e+00,2.002271760659070310e+00,2.002167142000942590e+00,2.002069591070551269e+00,2.001978484954719306e+00,2.001893267917282060e+00,2.001813442885307381e+00,2.001738564168775270e+00,2.001668231213216131e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.605551275463989125e+00,3.102652657035380290e+00,2.511340524793517659e+00,2.313018137377909511e+00,2.215164490196723790e+00,2.158246635719345718e+00,2.121782656733079975e+00,2.096855420178162177e+00,2.078991513676410108e+00,2.065718887848674967e+00,2.055570963153172670e+00,2.047628756045849485e+00,2.041290733268883884e+00,2.036148827684804985e+00,2.031917819957428151e+00,2.028393227924034647e+00,2.025425208938017363e+00,2.022901845351107397e+00,2.020738130741044358e+00,2.018868529867980044e+00,2.017241841271143699e+00,2.015817579924650715e+00,2.014563385251086913e+00,2.013453134323945903e+00,2.012465548620234301e+00,2.011583151726973995e+00,2.010791480243206308e+00,2.010078479787999584e+00,2.009434037995859512e+00,2.008849620037011618e+00,2.008317981673855002e+00,2.007832941526118020e+00,2.007389198958364318e+00,2.006982187419424690e+00,2.006607955547281108e+00,2.006263070182342290e+00,2.005944536786898880e+00,2.005649733785645594e+00,2.005376358108350132e+00,2.005122379799971100e+00,2.004886004010714373e+00,2.004665639024750590e+00,2.004459869253736315e+00,2.004267432333037391e+00,2.004087199622006210e+00,2.003918159542351418e+00,2.003759403291141439e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.123105625617660586e+00,3.426728809653089236e+00,2.697116330688848151e+00,2.441626774489922269e+00,2.311422459550479758e+00,2.233687939614085849e+00,2.182799899333513594e+00,2.147370813900224107e+00,2.121579911806197316e+00,2.102155351801233252e+00,2.087125813077452818e+00,2.075238534211166552e+00,2.065662923420369168e+00,2.057828887637398907e+00,2.051333661575242218e+00,2.045885631607745836e+00,2.041269157781570698e+00,2.037321822789017745e+00,2.033919302413842445e+00,2.030965056668584623e+00,2.028383153449638598e+00,2.026113176764830826e+00,2.024106551866829307e+00,2.022323851932220862e+00,2.020732796438686307e+00,2.019306744612080706e+00,2.018023548261481892e+00,2.016864668908560532e+00,2.015814491608580283e+00,2.014859786769804373e+00,2.013989284471392693e+00,2.013193335107331450e+00,2.012463636857859228e+00,2.011793015321686084e+00,2.011175244174538079e+00,2.010604898331067147e+00,2.010077233032305344e+00,2.009588083744986875e+00,2.009133782868588014e+00,2.008711090094067231e+00,2.008317133910765051e+00,2.007949362263815374e+00,2.007605500759254369e+00,2.007283517122914418e+00,2.006981590864882037e+00,2.006698087294296329e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.582575694955839829e+00,3.724048167962235034e+00,2.873716024580874162e+00,2.567387197368571350e+00,2.407767336535989955e+00,2.310690891215877230e+00,2.246129864588592540e+00,2.200563297571218158e+00,2.166993933189708343e+00,2.141442769663491674e+00,2.121486324610021512e+00,2.105568884790354645e+00,2.092649275464069092e+00,2.082006598616906956e+00,2.073127388827778361e+00,2.065637054200557543e+00,2.059256628510880205e+00,2.053774604307641027e+00,2.049028075859531839e+00,2.044889808025686762e+00,2.041259179354121045e+00,2.038055718492472579e+00,2.035214413267418365e+00,2.032682254432963020e+00,2.030415654033724593e+00,2.028378492895008378e+00,2.026540627014412621e+00,2.024876732989703498e+00,2.023365406881893591e+00,2.021988454585596173e+00,2.020730328366752815e+00,2.019577676003805777e+00,2.018518977428826133e+00,2.017544249913029830e+00,2.016644807354708746e+00,2.015813062574068226e+00,2.015042364023742039e+00,2.014326860212591441e+00,2.013661386579215673e+00,2.013041370652175033e+00,2.012462752185953718e+00,2.011921915622480128e+00,2.011415632745425341e+00,2.010941013802366228e+00,2.010495465691604977e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,4.000000000000000000e+00,3.041594578792295778e+00,2.689325283863938765e+00,2.502768076957851306e+00,2.387728930734496657e+00,2.310295329112726392e+00,2.255061045434338496e+00,2.213984319992523098e+00,2.182454291024733095e+00,2.157640441965892109e+00,2.137712147668395346e+00,2.121435554452808958e+00,2.107950630558946159e+00,2.096640937266371907e+00,2.087054076299835970e+00,2.078851240277728607e+00,2.071774185604169816e+00,2.065623010871760812e+00,2.060240844696103579e+00,2.055503070986311798e+00,2.051309604717339141e+00,2.047579261741560686e+00,2.044245593124585980e+00,2.041253761078003492e+00,2.038558167042189950e+00,2.036120630472844084e+00,2.033908975970234678e+00,2.031895926728765289e+00,2.030058230246865492e+00,2.028375961895150681e+00,2.026831965939621227e+00,2.025411403707281011e+00,2.024101385934201858e+00,2.022890671752264780e+00,2.021769420796530881e+00,2.020728987937033594e+00,2.019761752424727774e+00,2.018860974985670964e+00,2.018020677737837332e+00,2.017235542842442442e+00,2.016500826610382546e+00,2.015812286418352528e+00,2.015166118290082409e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.385164807134503739e+00,4.258485953858451190e+00,3.201581817672174424e+00,2.807243263833399283e+00,2.595811748396130270e+00,2.464027586313321194e+00,2.374477584022411492e+00,2.310057437170197403e+00,2.261783173478072229e+00,2.224472223089208001e+00,2.194924269723014021e+00,2.171057714396532390e+00,2.151461867315177301e+00,2.135148289592791571e+00,2.121404964516862890e+00,2.109706860173943710e+00,2.099658987662920140e+00,2.090958979146471108e+00,2.083371813461333488e+00,2.076712335571315293e+00,2.070832911360568573e+00,2.065614546276421493e+00,2.060960389463176057e+00,2.056790911561186874e+00,2.053040276555272214e+00,2.049653578488538130e+00,2.046584713291267121e+00,2.043794722910817541e+00,2.041250494743934496e+00,2.038923731212463508e+00,2.036790126762710429e+00,2.034828705589191600e+00,2.033021284956873842e+00,2.031352037452123227e+00,2.029807131733605274e+00,2.028374436006345150e+00,2.027043271939504621e+00,2.025804209402494394e+00,2.024648894421176237e+00,2.023569904319160173e+00,2.022560625219895769e+00,2.021615148032282150e+00,2.020728179785692191e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.744562646538028616e+00,4.502388119421569357e+00,3.354519742775845970e+00,2.921241133122860489e+00,2.686661070440241161e+00,2.539190458633001413e+00,2.438210073964100388e+00,2.365062849807859635e+00,2.309903284620116182e+00,2.267025453223137532e+00,2.232889802677792801e+00,2.205183852332922356e+00,2.182333688796269655e+00,2.163231910596465468e+00,2.147077602675970809e+00,2.133277898342527124e+00,2.121385119668936170e+00,2.111055343575358734e+00,2.102020335426118436e+00,2.094068081052355978e+00,2.087028998668245094e+00,2.080765991643012569e+00,2.075167153043011581e+00,2.070140335282744104e+00,2.065609053671508377e+00,2.061509358452482843e+00,2.057787419746858859e+00,2.054397643885707225e+00,2.051301190410427466e+00,2.048464794394007527e+00,2.045859823712703474e+00,2.043461518763578511e+00,2.041248375055502606e+00,2.039201638568101771e+00,2.037304890772020372e+00,2.035543705431877015e+00,2.033905363249886022e+00,2.032378613401434109e+00,2.030953473303668488e+00,2.029621059727489296e+00,2.028373445736093572e+00,2.027203539007970789e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.082762530298219339e+00,4.733891296093749368e+00,3.501167236884384693e+00,3.031530509621118696e+00,2.775260224600636150e+00,2.613022204306037821e+00,2.501224926443779140e+00,2.419774443630736016e+00,2.358028667728607530e+00,2.309797710881959176e+00,2.271228033523158274e+00,2.239793128775339426e+00,2.213767466745544255e+00,2.191932875069291242e+00,2.173405437582260902e+00,2.157528768238542227e+00,2.143805701337235803e+00,2.131853160697467331e+00,2.121371518287062941e+00,2.112123291214707876e+00,2.103918019560744312e+00,2.096601332070633816e+00,2.090046908903104850e+00,2.084150486014443970e+00,2.078825322541447918e+00,2.073998732473341988e+00,2.069609401247546998e+00,2.065605288524864136e+00,2.061941973773613768e+00,2.058581339909594021e+00,2.055490517549571905e+00,2.052641032000352084e+00,2.050008109289493063e+00,2.047570107941936612e+00,2.045308050906115227e+00,2.043205237793031870e+00,2.041246921935069736e+00,2.039420040078553598e+00,2.037712985058732329e+00,2.036115413765230642e+00,2.034618084230444879e+00
